BN,TN,SubNum,group,hand,isTrain,seq,ChunkSize,digitChangePos,digitChangeValue,press1,press2,press3,press4,press5,press6,press7,press8,press9,press10,press11,RT,ET,norm_MT,isError,timingError,points,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10,response11,handPressed1,handPressed2,handPressed3,handPressed4,handPressed5,handPressed6,handPressed7,handPressed8,handPressed9,handPressed10,handPressed11,pressTime1,pressTime2,pressTime3,pressTime4,pressTime5,pressTime6,pressTime7,pressTime8,pressTime9,pressTime10,pressTime11,timeThreshold,timeThresholdSuper,startTime,startTimeReal,trialDur,startTR,startTRtime,useMetronome,isCross,timeThreshold.1,timeThresholdSuper.1,IPI1,IPI2,IPI3,IPI4,IPI5,IPI6,IPI7,IPI8,IPI9,IPI10
4,12,4,1,2,1,51423252413,2333,5,1,5,1,4,2,3,2,5,2,4,1,3,540.0,2335.0,2875.0,0,0,3,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,545.0,750.0,1075.0,1120.0,1250.0,1665.0,1795.0,1940.0,2450.0,2635.0,2790.0,3097.5,2891.0,-842150451,-1,6095,-1,-1,1.0,0.0,,,205.0,325.0,45.0,130.0,415.0,130.0,145.0,510.0,185.0,155.0
4,13,4,1,2,1,51423252413,2333,7,3,5,1,4,2,3,2,5,2,4,1,3,575.0,2485.0,3060.0,1,0,0,5,1,2,3,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,580.0,755.0,1190.0,1300.0,1870.0,2165.0,2300.0,2450.0,2810.0,2905.0,2980.0,3097.5,2891.0,-842150451,-1,6280,-1,-1,1.0,0.0,,,175.0,435.0,110.0,570.0,295.0,135.0,150.0,360.0,95.0,75.0
4,14,4,1,2,1,14325242135,2333,7,5,1,4,3,2,5,2,4,2,1,3,5,590.0,2065.0,2655.0,0,0,3,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,595.0,815.0,1075.0,1175.0,1305.0,1695.0,1850.0,1970.0,2440.0,2465.0,2570.0,3097.5,2891.0,-842150451,-1,5875,-1,-1,1.0,0.0,,,220.0,260.0,100.0,130.0,390.0,155.0,120.0,470.0,25.0,105.0
4,15,4,1,2,1,51423252413,2333,7,3,5,1,4,2,3,2,5,2,4,1,3,530.0,2680.0,3210.0,1,0,0,5,1,2,3,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,535.0,735.0,1180.0,1280.0,1755.0,2085.0,2295.0,2430.0,2900.0,2995.0,3115.0,3097.5,2891.0,-842150451,-1,6430,-1,-1,1.0,0.0,,,200.0,445.0,100.0,475.0,330.0,210.0,135.0,470.0,95.0,120.0
4,16,4,1,2,1,13524232514,3332,9,3,1,3,5,2,4,2,3,2,5,1,4,580.0,1675.0,2255.0,0,0,3,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,585.0,640.0,745.0,995.0,1155.0,1275.0,1575.0,1660.0,1795.0,2090.0,2145.0,3097.5,2891.0,-842150451,-1,5475,-1,-1,1.0,0.0,,,55.0,105.0,250.0,160.0,120.0,300.0,85.0,135.0,295.0,55.0
4,17,4,1,2,1,14325242135,2333,5,1,1,4,3,2,5,2,4,2,1,3,5,490.0,2235.0,2725.0,0,0,3,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,495.0,725.0,980.0,1080.0,1265.0,1630.0,1805.0,1910.0,2510.0,2535.0,2630.0,3097.5,2891.0,-842150451,-1,5945,-1,-1,1.0,0.0,,,230.0,255.0,100.0,185.0,365.0,175.0,105.0,600.0,25.0,95.0
4,18,4,1,2,1,14325242135,2333,9,4,1,4,3,2,5,2,4,2,1,3,5,465.0,1885.0,2350.0,0,0,3,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,470.0,720.0,955.0,1050.0,1190.0,1505.0,1645.0,1780.0,2140.0,2170.0,2260.0,3097.5,2891.0,-842150451,-1,5570,-1,-1,1.0,0.0,,,250.0,235.0,95.0,140.0,315.0,140.0,135.0,360.0,30.0,90.0
4,19,4,1,2,1,51423252413,2333,7,2,5,1,4,2,3,2,5,2,4,1,3,500.0,2410.0,2910.0,1,0,0,5,1,2,3,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,505.0,670.0,1085.0,1215.0,1625.0,2020.0,2095.0,2290.0,2670.0,2730.0,2830.0,3097.5,2891.0,-842150451,-1,6130,-1,-1,1.0,0.0,,,165.0,415.0,130.0,410.0,395.0,75.0,195.0,380.0,60.0,100.0
4,20,4,1,2,1,41325242351,3332,7,1,4,1,3,2,5,2,4,2,3,5,1,760.0,1975.0,2735.0,1,0,0,4,1,3,2,5,2,4,2,3,1,5,2,2,2,2,2,2,2,2,2,2,2,765.0,895.0,1035.0,1295.0,1425.0,1600.0,1930.0,2080.0,2215.0,2515.0,2605.0,3097.5,2891.0,-842150451,-1,5955,-1,-1,1.0,0.0,,,130.0,140.0,260.0,130.0,175.0,330.0,150.0,135.0,300.0,90.0
5,1,4,1,2,1,13524232514,3332,9,1,1,3,5,2,4,2,3,2,5,1,4,485.0,1760.0,2245.0,0,0,3,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,490.0,570.0,670.0,905.0,1060.0,1195.0,1445.0,1535.0,1670.0,1900.0,2145.0,3097.5,2891.0,-842150451,-1,5465,-1,-1,1.0,0.0,,,80.0,100.0,235.0,155.0,135.0,250.0,90.0,135.0,230.0,245.0
5,2,4,1,2,1,14325242135,2333,5,2,1,4,3,2,5,2,4,2,1,3,5,535.0,1910.0,2445.0,0,0,3,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,540.0,745.0,970.0,1070.0,1190.0,1600.0,1735.0,1865.0,2245.0,2280.0,2345.0,3097.5,2891.0,-842150451,-1,5665,-1,-1,1.0,0.0,,,205.0,225.0,100.0,120.0,410.0,135.0,130.0,380.0,35.0,65.0
5,3,4,1,2,1,13524232514,3332,9,2,1,3,5,2,4,2,3,2,5,1,4,420.0,1640.0,2060.0,0,0,3,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,425.0,490.0,615.0,840.0,1015.0,1145.0,1385.0,1470.0,1605.0,1845.0,1960.0,3097.5,2891.0,-842150451,-1,5280,-1,-1,1.0,0.0,,,65.0,125.0,225.0,175.0,130.0,240.0,85.0,135.0,240.0,115.0
5,4,4,1,2,1,51423252413,2333,9,1,5,1,4,2,3,2,5,2,4,1,3,510.0,2325.0,2835.0,0,0,3,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,515.0,800.0,1340.0,1390.0,1495.0,1900.0,2000.0,2160.0,2590.0,2635.0,2725.0,3097.5,2891.0,-842150451,-1,6055,-1,-1,1.0,0.0,,,285.0,540.0,50.0,105.0,405.0,100.0,160.0,430.0,45.0,90.0
5,5,4,1,2,1,41325242351,3332,9,5,4,1,3,2,5,2,4,2,3,5,1,725.0,2050.0,2775.0,0,0,3,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,730.0,825.0,945.0,1245.0,1345.0,1510.0,1950.0,2010.0,2140.0,2570.0,2695.0,3097.5,2891.0,-842150451,-1,5995,-1,-1,1.0,0.0,,,95.0,120.0,300.0,100.0,165.0,440.0,60.0,130.0,430.0,125.0
5,6,4,1,2,1,41325242351,3332,5,1,4,1,3,2,5,2,4,2,3,5,1,635.0,1955.0,2590.0,0,0,3,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,640.0,735.0,870.0,1160.0,1275.0,1440.0,1855.0,1920.0,2040.0,2365.0,2500.0,3097.5,2891.0,-842150451,-1,5810,-1,-1,1.0,0.0,,,95.0,135.0,290.0,115.0,165.0,415.0,65.0,120.0,325.0,135.0
5,7,4,1,2,1,51423252413,2333,7,1,5,1,4,2,3,2,5,2,4,1,3,540.0,2775.0,3315.0,1,0,0,5,1,4,2,3,2,5,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,545.0,760.0,1185.0,1265.0,1355.0,1685.0,1765.0,1950.0,2540.0,2720.0,3235.0,3097.5,2891.0,-842150451,-1,6535,-1,-1,1.0,0.0,,,215.0,425.0,80.0,90.0,330.0,80.0,185.0,590.0,180.0,515.0
5,8,4,1,2,1,41325242351,3332,5,3,4,1,3,2,5,2,4,2,3,5,1,890.0,1995.0,2885.0,0,0,3,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,895.0,985.0,1180.0,1490.0,1600.0,1775.0,2135.0,2205.0,2325.0,2655.0,2785.0,3097.5,2891.0,-842150451,-1,6105,-1,-1,1.0,0.0,,,90.0,195.0,310.0,110.0,175.0,360.0,70.0,120.0,330.0,130.0
5,9,4,1,2,1,41325242351,3332,7,5,4,1,3,2,5,2,4,2,3,5,1,575.0,1885.0,2460.0,0,0,3,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,580.0,675.0,805.0,1040.0,1150.0,1330.0,1685.0,1775.0,1935.0,2240.0,2380.0,3097.5,2891.0,-842150451,-1,5680,-1,-1,1.0,0.0,,,95.0,130.0,235.0,110.0,180.0,355.0,90.0,160.0,305.0,140.0
5,10,4,1,2,1,14325242135,2333,7,3,1,4,3,2,5,2,4,2,1,3,5,540.0,2375.0,2915.0,0,0,2,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,545.0,705.0,1055.0,1170.0,1290.0,1740.0,1890.0,2015.0,2600.0,2680.0,2805.0,3097.5,2891.0,-842150451,-1,6135,-1,-1,1.0,0.0,,,160.0,350.0,115.0,120.0,450.0,150.0,125.0,585.0,80.0,125.0
5,11,4,1,2,1,41325242351,3332,9,2,4,1,3,2,5,2,4,2,3,5,1,780.0,2070.0,2850.0,0,0,3,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,785.0,860.0,980.0,1375.0,1470.0,1630.0,2035.0,2115.0,2270.0,2615.0,2740.0,3097.5,2891.0,-842150451,-1,6070,-1,-1,1.0,0.0,,,75.0,120.0,395.0,95.0,160.0,405.0,80.0,155.0,345.0,125.0
5,12,4,1,2,1,13524232514,3332,7,2,1,3,5,2,4,2,3,2,5,1,4,515.0,1990.0,2505.0,0,0,3,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,520.0,580.0,710.0,950.0,1145.0,1255.0,1680.0,1780.0,1940.0,2260.0,2365.0,3097.5,2891.0,-842150451,-1,5725,-1,-1,1.0,0.0,,,60.0,130.0,240.0,195.0,110.0,425.0,100.0,160.0,320.0,105.0
5,13,4,1,2,1,14325242135,2333,7,2,1,4,3,2,5,2,4,2,1,3,5,475.0,2210.0,2685.0,0,0,3,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,480.0,580.0,865.0,1010.0,1125.0,1815.0,1945.0,2075.0,2485.0,2520.0,2580.0,3097.5,2891.0,-842150451,-1,5905,-1,-1,1.0,0.0,,,100.0,285.0,145.0,115.0,690.0,130.0,130.0,410.0,35.0,60.0
5,14,4,1,2,1,14325242135,2333,7,2,1,4,3,2,5,2,4,2,1,3,5,465.0,2415.0,2880.0,0,0,3,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,470.0,830.0,1170.0,1260.0,1455.0,2055.0,2175.0,2295.0,2655.0,2675.0,2775.0,3097.5,2891.0,-842150451,-1,6100,-1,-1,1.0,0.0,,,360.0,340.0,90.0,195.0,600.0,120.0,120.0,360.0,20.0,100.0
5,15,4,1,2,1,51423252413,2333,5,2,5,1,4,2,3,2,5,2,4,1,3,590.0,2845.0,3435.0,1,0,0,5,1,4,2,3,2,5,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,595.0,875.0,1325.0,1410.0,1500.0,1815.0,1950.0,2095.0,2760.0,2840.0,3340.0,3097.5,2891.0,-842150451,-1,6655,-1,-1,1.0,0.0,,,280.0,450.0,85.0,90.0,315.0,135.0,145.0,665.0,80.0,500.0
5,16,4,1,2,1,51423252413,2333,9,2,5,1,4,2,3,2,5,2,4,1,3,560.0,2080.0,2640.0,0,0,3,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,565.0,815.0,1235.0,1275.0,1380.0,1705.0,1815.0,1980.0,2345.0,2425.0,2530.0,3097.5,2891.0,-842150451,-1,5860,-1,-1,1.0,0.0,,,250.0,420.0,40.0,105.0,325.0,110.0,165.0,365.0,80.0,105.0
5,17,4,1,2,1,51423252413,2333,9,2,5,1,4,2,3,2,5,2,4,1,3,515.0,1955.0,2470.0,0,0,3,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,520.0,730.0,1075.0,1130.0,1245.0,1515.0,1620.0,1780.0,2135.0,2235.0,2400.0,3097.5,2891.0,-842150451,-1,5690,-1,-1,1.0,0.0,,,210.0,345.0,55.0,115.0,270.0,105.0,160.0,355.0,100.0,165.0
5,18,4,1,2,1,13524232514,3332,9,1,1,3,5,2,4,2,3,2,5,1,4,530.0,2035.0,2565.0,0,0,3,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,535.0,610.0,730.0,955.0,1135.0,1270.0,1555.0,1945.0,2090.0,2315.0,2430.0,3097.5,2891.0,-842150451,-1,5785,-1,-1,1.0,0.0,,,75.0,120.0,225.0,180.0,135.0,285.0,390.0,145.0,225.0,115.0
5,19,4,1,2,1,14325242135,2333,9,2,1,4,3,2,5,2,4,2,1,3,5,500.0,2430.0,2930.0,1,0,0,1,4,3,2,5,1,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,505.0,620.0,875.0,1000.0,1140.0,1470.0,2085.0,2230.0,2700.0,2740.0,2825.0,3097.5,2891.0,-842150451,-1,6150,-1,-1,1.0,0.0,,,115.0,255.0,125.0,140.0,330.0,615.0,145.0,470.0,40.0,85.0
5,20,4,1,2,1,13524232514,3332,7,4,1,3,5,2,4,2,3,2,5,1,4,545.0,1815.0,2360.0,0,0,3,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,550.0,625.0,745.0,940.0,1125.0,1245.0,1700.0,1790.0,1925.0,2110.0,2210.0,3097.5,2891.0,-842150451,-1,5580,-1,-1,1.0,0.0,,,75.0,120.0,195.0,185.0,120.0,455.0,90.0,135.0,185.0,100.0
6,1,4,1,2,0,13524232514,3332,5,2,1,3,5,2,4,2,3,2,5,1,4,535.0,2500.0,3035.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,540.0,785.0,1135.0,1450.0,1725.0,1970.0,2295.0,2405.0,2560.0,2860.0,2930.0,2719.5,2538.2,-842150451,-1,6255,-1,-1,1.0,0.0,,,245.0,350.0,315.0,275.0,245.0,325.0,110.0,155.0,300.0,70.0
6,2,4,1,2,0,25435234124,3332,9,3,2,5,4,3,5,2,3,4,1,3,4,665.0,2995.0,3660.0,1,0,-1,2,5,4,3,2,5,3,4,1,3,5,2,2,2,2,2,2,2,2,2,2,2,670.0,785.0,1155.0,1665.0,1770.0,1910.0,2730.0,3030.0,3390.0,3440.0,3540.0,2719.5,2538.2,-842150451,-1,6880,-1,-1,1.0,0.0,,,115.0,370.0,510.0,105.0,140.0,820.0,300.0,360.0,50.0,100.0
6,3,4,1,2,0,43131235143,2333,7,2,4,3,1,3,1,2,3,2,1,4,3,1010.0,4770.0,5780.0,0,0,1,4,3,1,3,1,2,3,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1015.0,1240.0,2230.0,2445.0,3315.0,3590.0,3885.0,4880.0,5100.0,5490.0,5675.0,2719.5,2538.2,-842150451,-1,9000,-1,-1,1.0,0.0,,,225.0,990.0,215.0,870.0,275.0,295.0,995.0,220.0,390.0,185.0
6,4,4,1,2,0,14325242135,2333,7,2,1,4,3,2,5,2,4,2,1,3,5,1165.0,5030.0,6195.0,1,0,-1,1,3,4,2,5,2,2,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,1170.0,1305.0,1490.0,2165.0,2295.0,2475.0,3920.0,4625.0,5080.0,5980.0,6060.0,2719.5,2538.2,-842150451,-1,9415,-1,-1,1.0,0.0,,,135.0,185.0,675.0,130.0,180.0,1445.0,705.0,455.0,900.0,80.0
6,5,4,1,2,0,23512451252,2333,9,4,2,3,5,1,2,4,5,1,2,4,2,800.0,4475.0,5275.0,1,0,-1,2,3,5,1,3,4,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,805.0,895.0,1030.0,1530.0,1560.0,2540.0,3500.0,3635.0,4940.0,5050.0,5160.0,2719.5,2538.2,-842150451,-1,8495,-1,-1,1.0,0.0,,,90.0,135.0,500.0,30.0,980.0,960.0,135.0,1305.0,110.0,110.0
6,6,4,1,2,0,14325242135,2333,5,2,1,4,3,2,5,2,4,2,1,3,5,780.0,2640.0,3420.0,0,0,1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,785.0,990.0,1070.0,1490.0,1620.0,1760.0,2340.0,2390.0,2840.0,2955.0,3275.0,2719.5,2538.2,-842150451,-1,6640,-1,-1,1.0,0.0,,,205.0,80.0,420.0,130.0,140.0,580.0,50.0,450.0,115.0,320.0
6,7,4,1,2,0,41325242351,3332,5,2,4,1,3,2,5,2,4,2,3,5,1,725.0,2040.0,2765.0,0,0,1,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,730.0,830.0,935.0,1265.0,1350.0,1515.0,1970.0,2040.0,2210.0,2550.0,2670.0,2719.5,2538.2,-842150451,-1,5985,-1,-1,1.0,0.0,,,100.0,105.0,330.0,85.0,165.0,455.0,70.0,170.0,340.0,120.0
6,8,4,1,2,0,51423252413,2333,9,1,5,1,4,2,3,2,5,2,4,1,3,680.0,2625.0,3305.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,685.0,1155.0,1880.0,1965.0,2075.0,2430.0,2505.0,2695.0,3010.0,3105.0,3185.0,2719.5,2538.2,-842150451,-1,6525,-1,-1,1.0,0.0,,,470.0,725.0,85.0,110.0,355.0,75.0,190.0,315.0,95.0,80.0
6,9,4,1,2,0,23512425232,2333,5,5,2,3,5,1,2,5,2,5,2,3,2,1225.0,2970.0,4195.0,1,0,-1,2,3,5,1,3,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1230.0,1340.0,1515.0,1945.0,2070.0,2165.0,3160.0,3340.0,3770.0,3865.0,4045.0,2719.5,2538.2,-842150451,-1,7415,-1,-1,1.0,0.0,,,110.0,175.0,430.0,125.0,95.0,995.0,180.0,430.0,95.0,180.0
6,10,4,1,2,0,41325242351,3332,7,5,4,1,3,2,5,2,4,5,3,5,1,765.0,3570.0,4335.0,0,0,1,4,1,3,2,5,2,4,5,3,5,1,2,2,2,2,2,2,2,2,2,2,2,770.0,1720.0,1950.0,2250.0,2370.0,2525.0,2925.0,3380.0,3675.0,4055.0,4230.0,2719.5,2538.2,-842150451,-1,7555,-1,-1,1.0,0.0,,,950.0,230.0,300.0,120.0,155.0,400.0,455.0,295.0,380.0,175.0
6,11,4,1,2,0,51423252413,2333,7,2,5,1,4,2,3,2,5,2,4,1,3,725.0,4325.0,5050.0,1,0,-1,5,1,3,2,3,2,5,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,730.0,850.0,1010.0,1830.0,1995.0,2115.0,2565.0,2830.0,3695.0,4715.0,4970.0,2719.5,2538.2,-842150451,-1,8270,-1,-1,1.0,0.0,,,120.0,160.0,820.0,165.0,120.0,450.0,265.0,865.0,1020.0,255.0
6,12,4,1,2,0,51423252413,2333,9,1,5,1,4,2,3,2,5,2,4,1,3,710.0,2120.0,2830.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,715.0,850.0,1025.0,1300.0,1430.0,1580.0,1940.0,2095.0,2255.0,2635.0,2690.0,2719.5,2538.2,-842150451,-1,6050,-1,-1,1.0,0.0,,,135.0,175.0,275.0,130.0,150.0,360.0,155.0,160.0,380.0,55.0
6,13,4,1,2,0,41325242351,3332,5,2,4,1,3,2,5,2,4,2,3,5,1,690.0,1885.0,2575.0,0,0,1,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,695.0,835.0,960.0,1235.0,1340.0,1495.0,1865.0,1945.0,2050.0,2365.0,2500.0,2719.5,2538.2,-842150451,-1,5795,-1,-1,1.0,0.0,,,140.0,125.0,275.0,105.0,155.0,370.0,80.0,105.0,315.0,135.0
6,14,4,1,2,0,51423252413,2333,7,2,5,1,4,2,3,2,5,2,4,1,3,850.0,2780.0,3630.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,855.0,1670.0,2055.0,2155.0,2265.0,2595.0,2710.0,2880.0,3295.0,3405.0,3520.0,2719.5,2538.2,-842150451,-1,6850,-1,-1,1.0,0.0,,,815.0,385.0,100.0,110.0,330.0,115.0,170.0,415.0,110.0,115.0
6,15,4,1,2,0,32153253421,3332,5,4,3,2,1,5,3,4,5,3,4,2,1,1125.0,2810.0,3935.0,0,0,1,3,2,1,5,3,4,5,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1130.0,1245.0,1425.0,1790.0,2155.0,2305.0,2715.0,3195.0,3320.0,3690.0,3810.0,2719.5,2538.2,-842150451,-1,7155,-1,-1,1.0,0.0,,,115.0,180.0,365.0,365.0,150.0,410.0,480.0,125.0,370.0,120.0
6,16,4,1,2,0,13524232514,3332,7,2,1,3,5,2,4,2,3,2,5,1,4,630.0,2165.0,2795.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,635.0,705.0,815.0,1105.0,1305.0,1475.0,2010.0,2090.0,2285.0,2575.0,2690.0,2719.5,2538.2,-842150451,-1,6015,-1,-1,1.0,0.0,,,70.0,110.0,290.0,200.0,170.0,535.0,80.0,195.0,290.0,115.0
6,17,4,1,2,0,13524232514,3332,7,1,1,3,5,2,4,2,3,1,5,1,4,535.0,2635.0,3170.0,1,0,-1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,540.0,570.0,695.0,945.0,1175.0,1305.0,1815.0,1885.0,2665.0,2985.0,3070.0,2719.5,2538.2,-842150451,-1,6390,-1,-1,1.0,0.0,,,30.0,125.0,250.0,230.0,130.0,510.0,70.0,780.0,320.0,85.0
6,18,4,1,2,0,14325242135,2333,9,2,1,4,3,2,5,2,4,2,1,2,5,870.0,2830.0,3700.0,0,0,1,1,4,3,2,5,2,4,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,875.0,970.0,1080.0,1455.0,1580.0,2110.0,2955.0,3005.0,3150.0,3525.0,3590.0,2719.5,2538.2,-842150451,-1,6920,-1,-1,1.0,0.0,,,95.0,110.0,375.0,125.0,530.0,845.0,50.0,145.0,375.0,65.0
6,19,4,1,2,0,41325242351,3332,9,5,4,1,3,2,5,2,4,2,3,5,1,820.0,2330.0,3150.0,0,0,1,4,1,3,2,5,2,4,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,825.0,910.0,1025.0,1545.0,1650.0,1830.0,2435.0,2500.0,2635.0,2945.0,3070.0,2719.5,2538.2,-842150451,-1,6370,-1,-1,1.0,0.0,,,85.0,115.0,520.0,105.0,180.0,605.0,65.0,135.0,310.0,125.0
6,20,4,1,2,0,14325242135,2333,7,5,1,4,3,2,5,2,4,5,1,3,5,700.0,2710.0,3410.0,1,0,-1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,705.0,980.0,1115.0,1375.0,1575.0,1720.0,2115.0,2255.0,3145.0,3220.0,3300.0,2719.5,2538.2,-842150451,-1,6630,-1,-1,1.0,0.0,,,275.0,135.0,260.0,200.0,145.0,395.0,140.0,890.0,75.0,80.0
6,21,4,1,2,0,13524232514,3332,7,2,1,3,5,2,4,2,3,2,5,1,4,610.0,1870.0,2480.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,615.0,705.0,815.0,1060.0,1270.0,1405.0,1765.0,1855.0,1995.0,2285.0,2370.0,2719.5,2538.2,-842150451,-1,5700,-1,-1,1.0,0.0,,,90.0,110.0,245.0,210.0,135.0,360.0,90.0,140.0,290.0,85.0
6,22,4,1,2,0,21232252513,3332,5,3,2,1,2,3,2,3,5,2,5,1,3,845.0,3525.0,4370.0,0,0,1,2,1,2,3,2,3,5,2,5,1,3,2,2,2,2,2,2,2,2,2,2,2,850.0,1020.0,1185.0,1705.0,1805.0,2195.0,2660.0,3105.0,3350.0,3640.0,4285.0,2719.5,2538.2,-842150451,-1,7590,-1,-1,1.0,0.0,,,170.0,165.0,520.0,100.0,390.0,465.0,445.0,245.0,290.0,645.0
6,23,4,1,2,0,23154532321,3332,9,5,2,3,1,5,4,5,3,2,3,5,1,1255.0,2785.0,4040.0,0,0,1,2,3,1,5,4,5,3,2,3,5,1,2,2,2,2,2,2,2,2,2,2,2,1260.0,1395.0,1540.0,1925.0,2275.0,2645.0,2835.0,3510.0,3620.0,3755.0,3915.0,2719.5,2538.2,-842150451,-1,7260,-1,-1,1.0,0.0,,,135.0,145.0,385.0,350.0,370.0,190.0,675.0,110.0,135.0,160.0
6,24,4,1,2,0,34535434113,2333,9,4,3,4,5,3,5,4,3,4,1,4,3,720.0,3835.0,4555.0,1,0,-1,3,4,5,5,3,4,3,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,725.0,1065.0,1365.0,2230.0,2295.0,3160.0,3595.0,3760.0,4125.0,4375.0,4470.0,2719.5,2538.2,-842150451,-1,7775,-1,-1,1.0,0.0,,,340.0,300.0,865.0,65.0,865.0,435.0,165.0,365.0,250.0,95.0
7,1,4,1,2,0,42123421225,3332,9,3,4,2,1,2,3,4,2,1,2,3,5,785.0,2870.0,3655.0,0,0,1,4,2,1,2,3,4,2,1,2,3,5,2,2,2,2,2,2,2,2,2,2,2,790.0,875.0,1075.0,1415.0,2025.0,2170.0,2655.0,2770.0,3325.0,3425.0,3540.0,2719.5,2538.2,-842150451,-1,6875,-1,-1,1.0,0.0,,,85.0,200.0,340.0,610.0,145.0,485.0,115.0,555.0,100.0,115.0
7,2,4,1,2,0,53531414125,2333,7,5,5,3,5,3,1,4,1,5,1,2,5,615.0,3470.0,4085.0,0,0,1,5,3,5,3,1,4,1,5,1,2,5,2,2,2,2,2,2,2,2,2,2,2,620.0,810.0,1035.0,1195.0,1655.0,2245.0,2560.0,2835.0,3535.0,3825.0,3970.0,2719.5,2538.2,-842150451,-1,7305,-1,-1,1.0,0.0,,,190.0,225.0,160.0,460.0,590.0,315.0,275.0,700.0,290.0,145.0
7,3,4,1,2,0,14354531143,2333,7,5,1,4,3,5,4,5,3,5,1,4,3,610.0,2700.0,3310.0,0,0,1,1,4,3,5,4,5,3,5,1,4,3,2,2,2,2,2,2,2,2,2,2,2,615.0,805.0,900.0,1385.0,1755.0,1955.0,2495.0,2515.0,3055.0,3120.0,3215.0,2719.5,2538.2,-842150451,-1,6530,-1,-1,1.0,0.0,,,190.0,95.0,485.0,370.0,200.0,540.0,20.0,540.0,65.0,95.0
