BN,TN,SubNum,group,hand,isTrain,seq,ChunkSize,digitChangePos,digitChangeValue,isTrialError,timingError,IPI_Number,IPI_Value,N,Press_Number,Press_Value,Response_Number,Response_Value,isPressError
8,11,2,1,2,0,45324513155,3332,9,3,0,0,IPI3,255.0,4,press4,2,response4,2,False
8,12,2,1,2,0,24353411121,2333,7,3,0,0,IPI3,180.0,4,press4,5,response4,5,False
8,13,2,1,2,0,13524232514,3332,7,2,0,0,IPI3,325.0,4,press4,2,response4,2,False
8,14,2,1,2,0,32543131432,3332,5,1,0,0,IPI3,240.0,4,press4,4,response4,4,False
8,15,2,1,2,0,42135552542,3332,5,2,0,0,IPI3,155.0,4,press4,3,response4,3,False
8,16,2,1,2,0,51423252413,2333,5,2,0,0,IPI3,180.0,4,press4,2,response4,2,False
8,17,2,1,2,0,13524232514,3332,9,2,0,0,IPI3,340.0,4,press4,2,response4,2,False
8,18,2,1,2,0,51423252413,2333,5,1,0,0,IPI3,160.0,4,press4,2,response4,2,False
8,19,2,1,2,0,14325242135,2333,9,3,0,0,IPI3,140.0,4,press4,2,response4,2,False
8,20,2,1,2,0,41325242351,3332,9,4,0,0,IPI3,155.0,4,press4,2,response4,2,False
8,21,2,1,2,0,51423252413,2333,5,2,0,0,IPI3,175.0,4,press4,2,response4,2,False
8,22,2,1,2,0,13524232514,3332,9,3,0,0,IPI3,295.0,4,press4,2,response4,2,False
8,23,2,1,2,0,52352341512,3332,5,3,1,0,IPI3,585.0,4,press4,5,response4,5,False
8,24,2,1,2,0,41325242351,3332,5,2,0,0,IPI3,180.0,4,press4,2,response4,2,False
9,1,2,1,2,0,24545253345,2333,7,2,0,0,IPI3,345.0,4,press4,4,response4,4,False
9,2,2,1,2,0,14325242135,2333,5,1,1,0,IPI3,150.0,4,press4,2,response4,2,False
9,3,2,1,2,0,14325242135,2333,7,3,0,0,IPI3,160.0,4,press4,2,response4,2,False
9,4,2,1,2,0,41414232354,2333,5,1,1,0,IPI3,175.0,4,press4,1,response4,1,False
9,5,2,1,2,0,14325242135,2333,9,3,0,0,IPI3,175.0,4,press4,2,response4,2,False
9,6,2,1,2,0,34154145242,3332,9,4,0,0,IPI3,155.0,4,press4,5,response4,5,False
9,7,2,1,2,0,13524232514,3332,9,1,0,0,IPI3,295.0,4,press4,2,response4,2,False
9,8,2,1,2,0,13524232514,3332,9,1,0,0,IPI3,325.0,4,press4,2,response4,2,False
9,9,2,1,2,0,51423252413,2333,9,2,0,0,IPI3,190.0,4,press4,2,response4,2,False
9,10,2,1,2,0,41325242351,3332,7,2,0,0,IPI3,170.0,4,press4,2,response4,2,False
9,11,2,1,2,0,14325242135,2333,9,3,0,0,IPI3,160.0,4,press4,2,response4,2,False
9,12,2,1,2,0,41325242351,3332,9,4,0,0,IPI3,165.0,4,press4,2,response4,2,False
9,13,2,1,2,0,51423252413,2333,5,2,0,0,IPI3,175.0,4,press4,2,response4,2,False
9,14,2,1,2,0,51423252413,2333,7,2,1,0,IPI3,185.0,4,press4,2,response4,2,False
9,15,2,1,2,0,51423252413,2333,5,1,0,0,IPI3,180.0,4,press4,2,response4,2,False
9,16,2,1,2,0,13524232514,3332,5,2,0,0,IPI3,220.0,4,press4,2,response4,2,False
9,17,2,1,2,0,51453543413,2333,7,2,0,0,IPI3,205.0,4,press4,5,response4,5,False
9,18,2,1,2,0,13524232514,3332,9,3,1,0,IPI3,265.0,4,press4,2,response4,2,False
9,19,2,1,2,0,15121454312,2333,9,5,0,0,IPI3,215.0,4,press4,2,response4,2,False
9,20,2,1,2,0,14314125132,3332,5,5,1,0,IPI3,160.0,4,press4,1,response4,1,False
9,21,2,1,2,0,24235452452,3332,9,3,0,0,IPI3,175.0,4,press4,3,response4,3,False
9,22,2,1,2,0,41325242351,3332,7,1,1,0,IPI3,150.0,4,press4,2,response4,2,False
9,23,2,1,2,0,14151212543,3332,9,4,1,0,IPI3,730.0,4,press4,5,response4,5,False
9,24,2,1,2,0,41325242351,3332,5,2,0,0,IPI3,195.0,4,press4,2,response4,2,False
10,1,2,1,2,0,35234141123,3332,7,3,0,0,IPI3,185.0,4,press4,3,response4,3,False
10,2,2,1,2,0,51423252413,2333,5,4,0,0,IPI3,225.0,4,press4,2,response4,2,False
10,3,2,1,2,0,23154231215,2333,7,1,1,0,IPI3,75.0,4,press4,5,response4,1,True
10,4,2,1,2,0,45414321531,2333,7,1,0,0,IPI3,340.0,4,press4,1,response4,1,False
10,5,2,1,2,0,41325242351,3332,9,4,0,0,IPI3,185.0,4,press4,2,response4,2,False
10,6,2,1,2,0,14325242135,2333,5,1,0,0,IPI3,175.0,4,press4,2,response4,2,False
10,7,2,1,2,0,12424435315,3332,5,2,0,0,IPI3,170.0,4,press4,2,response4,2,False
10,8,2,1,2,0,24134212123,3332,7,4,0,0,IPI3,170.0,4,press4,3,response4,3,False
10,9,2,1,2,0,14325242135,2333,5,3,0,0,IPI3,200.0,4,press4,2,response4,2,False
10,10,2,1,2,0,51423252413,2333,5,2,0,0,IPI3,210.0,4,press4,2,response4,2,False
10,11,2,1,2,0,13524232514,3332,9,1,0,0,IPI3,230.0,4,press4,2,response4,2,False
10,12,2,1,2,0,41325242351,3332,7,2,0,0,IPI3,185.0,4,press4,2,response4,2,False
10,13,2,1,2,0,13524232514,3332,9,1,1,0,IPI3,270.0,4,press4,2,response4,2,False
10,14,2,1,2,0,41325242351,3332,9,5,0,0,IPI3,185.0,4,press4,2,response4,2,False
10,15,2,1,2,0,51423252413,2333,5,2,0,0,IPI3,250.0,4,press4,2,response4,2,False
10,16,2,1,2,0,31523435532,2333,7,4,0,0,IPI3,220.0,4,press4,2,response4,2,False
10,17,2,1,2,0,14325242135,2333,9,3,0,0,IPI3,155.0,4,press4,2,response4,2,False
10,18,2,1,2,0,13524232514,3332,5,1,0,0,IPI3,195.0,4,press4,2,response4,2,False
10,19,2,1,2,0,13524232514,3332,9,1,1,0,IPI3,170.0,4,press4,2,response4,2,False
10,20,2,1,2,0,41412321345,3332,5,5,1,0,IPI3,610.0,4,press4,1,response4,2,True
10,21,2,1,2,0,52314541524,2333,9,1,0,0,IPI3,235.0,4,press4,1,response4,1,False
10,22,2,1,2,0,14325242135,2333,5,2,1,0,IPI3,180.0,4,press4,2,response4,2,False
10,23,2,1,2,0,41325242351,3332,5,1,0,0,IPI3,180.0,4,press4,2,response4,2,False
10,24,2,1,2,0,51423252413,2333,7,1,0,0,IPI3,220.0,4,press4,2,response4,2,False
1,1,3,0,2,1,14325242135,3332,7,3,0,0,IPI3,665.0,4,press4,2,response4,2,False
1,2,3,0,2,1,14325242135,3332,7,2,0,0,IPI3,520.0,4,press4,2,response4,2,False
1,3,3,0,2,1,35421252143,2333,7,4,0,0,IPI3,220.0,4,press4,2,response4,2,False
1,4,3,0,2,1,35421252143,2333,5,2,0,0,IPI3,200.0,4,press4,2,response4,2,False
1,5,3,0,2,1,51423252413,3332,7,1,0,0,IPI3,655.0,4,press4,2,response4,2,False
1,6,3,0,2,1,13524232514,2333,5,5,1,0,IPI3,290.0,4,press4,2,response4,2,False
1,7,3,0,2,1,13524232514,2333,5,1,0,0,IPI3,305.0,4,press4,2,response4,2,False
1,8,3,0,2,1,35421252143,2333,9,5,0,0,IPI3,200.0,4,press4,2,response4,2,False
1,9,3,0,2,1,51423252413,3332,9,1,0,0,IPI3,565.0,4,press4,2,response4,2,False
1,10,3,0,2,1,51423252413,3332,5,1,0,0,IPI3,535.0,4,press4,2,response4,2,False
1,11,3,0,2,1,51423252413,3332,9,1,0,0,IPI3,600.0,4,press4,2,response4,2,False
1,12,3,0,2,1,51423252413,3332,7,1,1,0,IPI3,580.0,4,press4,2,response4,2,False
1,13,3,0,2,1,13524232514,2333,7,2,0,0,IPI3,180.0,4,press4,2,response4,2,False
1,14,3,0,2,1,35421252143,2333,7,2,0,0,IPI3,165.0,4,press4,2,response4,2,False
1,15,3,0,2,1,14325242135,3332,7,5,1,0,IPI3,545.0,4,press4,2,response4,2,False
1,16,3,0,2,1,14325242135,3332,5,3,0,0,IPI3,710.0,4,press4,2,response4,2,False
1,17,3,0,2,1,13524232514,2333,5,5,1,0,IPI3,255.0,4,press4,2,response4,2,False
1,18,3,0,2,1,14325242135,3332,9,4,0,0,IPI3,505.0,4,press4,2,response4,2,False
1,19,3,0,2,1,13524232514,2333,9,3,0,0,IPI3,305.0,4,press4,2,response4,2,False
1,20,3,0,2,1,35421252143,2333,5,4,1,0,IPI3,250.0,4,press4,2,response4,2,False
2,1,3,0,2,1,13524232514,2333,9,2,0,0,IPI3,240.0,4,press4,2,response4,2,False
2,2,3,0,2,1,14325242135,3332,9,2,1,0,IPI3,745.0,4,press4,2,response4,5,True
2,3,3,0,2,1,51423252413,3332,9,2,0,0,IPI3,575.0,4,press4,2,response4,2,False
2,4,3,0,2,1,14325242135,3332,9,2,0,0,IPI3,550.0,4,press4,2,response4,2,False
2,5,3,0,2,1,14325242135,3332,5,3,0,0,IPI3,520.0,4,press4,2,response4,2,False
2,6,3,0,2,1,35421252143,2333,5,2,0,0,IPI3,220.0,4,press4,2,response4,2,False
2,7,3,0,2,1,51423252413,3332,7,2,0,0,IPI3,605.0,4,press4,2,response4,2,False
2,8,3,0,2,1,13524232514,2333,5,2,0,0,IPI3,250.0,4,press4,2,response4,2,False
2,9,3,0,2,1,13524232514,2333,9,3,0,0,IPI3,280.0,4,press4,2,response4,2,False
2,10,3,0,2,1,51423252413,3332,7,2,0,0,IPI3,535.0,4,press4,2,response4,2,False
2,11,3,0,2,1,35421252143,2333,5,4,0,0,IPI3,220.0,4,press4,2,response4,2,False
2,12,3,0,2,1,35421252143,2333,5,3,0,0,IPI3,215.0,4,press4,2,response4,2,False
2,13,3,0,2,1,51423252413,3332,7,3,1,0,IPI3,585.0,4,press4,2,response4,2,False
2,14,3,0,2,1,13524232514,2333,9,2,0,0,IPI3,250.0,4,press4,2,response4,2,False
2,15,3,0,2,1,51423252413,3332,7,1,0,0,IPI3,580.0,4,press4,2,response4,2,False
2,16,3,0,2,1,35421252143,2333,7,3,0,0,IPI3,225.0,4,press4,2,response4,2,False
2,17,3,0,2,1,14325242135,3332,5,1,0,0,IPI3,525.0,4,press4,2,response4,2,False
2,18,3,0,2,1,14325242135,3332,5,2,0,0,IPI3,500.0,4,press4,2,response4,2,False
2,19,3,0,2,1,35421252143,2333,5,2,1,0,IPI3,455.0,4,press4,2,response4,2,False
2,20,3,0,2,1,13524232514,2333,7,4,0,0,IPI3,270.0,4,press4,2,response4,2,False
3,1,3,0,2,1,14325242135,3332,9,4,0,0,IPI3,615.0,4,press4,2,response4,2,False
3,2,3,0,2,1,13524232514,2333,5,1,1,0,IPI3,330.0,4,press4,2,response4,2,False
3,3,3,0,2,1,14325242135,3332,5,3,0,0,IPI3,630.0,4,press4,2,response4,2,False
3,4,3,0,2,1,13524232514,2333,7,4,0,0,IPI3,320.0,4,press4,2,response4,2,False
3,5,3,0,2,1,35421252143,2333,7,3,0,0,IPI3,155.0,4,press4,2,response4,2,False
3,6,3,0,2,1,51423252413,3332,5,1,0,0,IPI3,570.0,4,press4,2,response4,2,False
3,7,3,0,2,1,51423252413,3332,5,4,0,0,IPI3,515.0,4,press4,2,response4,2,False
3,8,3,0,2,1,35421252143,2333,5,4,0,0,IPI3,170.0,4,press4,2,response4,2,False
3,9,3,0,2,1,14325242135,3332,5,1,0,0,IPI3,525.0,4,press4,2,response4,2,False
3,10,3,0,2,1,14325242135,3332,5,1,0,0,IPI3,555.0,4,press4,2,response4,2,False
3,11,3,0,2,1,51423252413,3332,5,4,0,0,IPI3,660.0,4,press4,2,response4,2,False
3,12,3,0,2,1,14325242135,3332,7,5,0,0,IPI3,545.0,4,press4,2,response4,2,False
3,13,3,0,2,1,35421252143,2333,7,3,0,0,IPI3,150.0,4,press4,2,response4,2,False
3,14,3,0,2,1,35421252143,2333,7,3,0,0,IPI3,175.0,4,press4,2,response4,2,False
3,15,3,0,2,1,13524232514,2333,7,2,0,0,IPI3,185.0,4,press4,2,response4,2,False
3,16,3,0,2,1,51423252413,3332,9,1,0,0,IPI3,520.0,4,press4,2,response4,2,False
3,17,3,0,2,1,51423252413,3332,9,2,0,0,IPI3,590.0,4,press4,2,response4,2,False
3,18,3,0,2,1,13524232514,2333,9,1,0,0,IPI3,155.0,4,press4,2,response4,2,False
3,19,3,0,2,1,13524232514,2333,9,2,0,0,IPI3,160.0,4,press4,2,response4,2,False
3,20,3,0,2,1,35421252143,2333,9,5,0,0,IPI3,170.0,4,press4,2,response4,2,False
4,1,3,0,2,1,14325242135,3332,9,4,0,0,IPI3,585.0,4,press4,2,response4,2,False
4,2,3,0,2,1,35421252143,2333,5,3,0,0,IPI3,165.0,4,press4,2,response4,2,False
4,3,3,0,2,1,51423252413,3332,5,2,0,0,IPI3,520.0,4,press4,2,response4,2,False
4,4,3,0,2,1,14325242135,3332,7,2,0,0,IPI3,530.0,4,press4,2,response4,2,False
4,5,3,0,2,1,51423252413,3332,9,5,0,0,IPI3,520.0,4,press4,2,response4,2,False
4,6,3,0,2,1,13524232514,2333,5,5,0,0,IPI3,205.0,4,press4,2,response4,2,False
4,7,3,0,2,1,51423252413,3332,7,3,0,0,IPI3,590.0,4,press4,2,response4,2,False
4,8,3,0,2,1,14325242135,3332,9,3,0,0,IPI3,585.0,4,press4,2,response4,2,False
4,9,3,0,2,1,35421252143,2333,5,2,0,0,IPI3,160.0,4,press4,2,response4,2,False
4,10,3,0,2,1,13524232514,2333,5,1,0,0,IPI3,145.0,4,press4,2,response4,2,False
4,11,3,0,2,1,35421252143,2333,9,5,1,0,IPI3,145.0,4,press4,2,response4,2,False
4,12,3,0,2,1,51423252413,3332,7,3,0,0,IPI3,525.0,4,press4,2,response4,2,False
4,13,3,0,2,1,13524232514,2333,7,2,0,0,IPI3,170.0,4,press4,2,response4,2,False
4,14,3,0,2,1,35421252143,2333,5,3,0,0,IPI3,165.0,4,press4,2,response4,2,False
4,15,3,0,2,1,14325242135,3332,7,5,0,0,IPI3,575.0,4,press4,2,response4,2,False
4,16,3,0,2,1,51423252413,3332,5,2,0,0,IPI3,535.0,4,press4,2,response4,2,False
4,17,3,0,2,1,13524232514,2333,9,3,0,0,IPI3,360.0,4,press4,2,response4,2,False
4,18,3,0,2,1,14325242135,3332,9,4,0,0,IPI3,655.0,4,press4,2,response4,2,False
4,19,3,0,2,1,13524232514,2333,9,1,0,0,IPI3,165.0,4,press4,2,response4,2,False
4,20,3,0,2,1,35421252143,2333,5,3,1,0,IPI3,150.0,4,press4,2,response4,2,False
5,1,3,0,2,1,13524232514,2333,5,2,0,0,IPI3,155.0,4,press4,2,response4,2,False
5,2,3,0,2,1,14325242135,3332,7,2,0,0,IPI3,540.0,4,press4,2,response4,2,False
5,3,3,0,2,1,14325242135,3332,5,3,0,0,IPI3,555.0,4,press4,2,response4,2,False
5,4,3,0,2,1,35421252143,2333,5,3,0,0,IPI3,145.0,4,press4,2,response4,2,False
5,5,3,0,2,1,14325242135,3332,7,3,0,0,IPI3,925.0,4,press4,2,response4,2,False
5,6,3,0,2,1,35421252143,2333,5,3,0,0,IPI3,130.0,4,press4,2,response4,2,False
5,7,3,0,2,1,14325242135,3332,5,2,0,0,IPI3,485.0,4,press4,2,response4,2,False
5,8,3,0,2,1,51423252413,3332,5,2,1,0,IPI3,455.0,4,press4,2,response4,2,False
5,9,3,0,2,1,35421252143,2333,7,4,1,0,IPI3,135.0,4,press4,2,response4,2,False
5,10,3,0,2,1,35421252143,2333,7,3,0,0,IPI3,120.0,4,press4,2,response4,2,False
5,11,3,0,2,1,13524232514,2333,5,2,0,0,IPI3,150.0,4,press4,2,response4,2,False
5,12,3,0,2,1,14325242135,3332,9,4,0,0,IPI3,535.0,4,press4,2,response4,2,False
5,13,3,0,2,1,13524232514,2333,9,2,1,0,IPI3,130.0,4,press4,2,response4,2,False
5,14,3,0,2,1,35421252143,2333,9,5,0,0,IPI3,135.0,4,press4,2,response4,2,False
5,15,3,0,2,1,51423252413,3332,7,2,0,0,IPI3,575.0,4,press4,2,response4,2,False
5,16,3,0,2,1,13524232514,2333,7,2,0,0,IPI3,200.0,4,press4,2,response4,2,False
5,17,3,0,2,1,51423252413,3332,9,5,0,0,IPI3,510.0,4,press4,2,response4,2,False
5,18,3,0,2,1,13524232514,2333,7,1,0,0,IPI3,205.0,4,press4,2,response4,2,False
5,19,3,0,2,1,51423252413,3332,5,2,0,0,IPI3,490.0,4,press4,2,response4,2,False
5,20,3,0,2,1,51423252413,3332,9,5,0,0,IPI3,500.0,4,press4,2,response4,2,False
6,1,3,0,2,0,45325455354,2333,7,1,0,0,IPI3,320.0,4,press4,2,response4,2,False
6,2,3,0,2,0,51423252413,3332,9,1,0,0,IPI3,365.0,4,press4,2,response4,2,False
6,3,3,0,2,0,35421252143,2333,9,4,0,0,IPI3,305.0,4,press4,2,response4,2,False
6,4,3,0,2,0,12523415433,2333,9,5,0,0,IPI3,235.0,4,press4,2,response4,2,False
6,5,3,0,2,0,35421252143,2333,9,2,0,0,IPI3,710.0,4,press4,2,response4,2,False
6,6,3,0,2,0,52523451343,2333,9,1,0,0,IPI3,450.0,4,press4,2,response4,2,False
6,7,3,0,2,0,13524232514,2333,9,3,0,0,IPI3,315.0,4,press4,2,response4,2,False
6,8,3,0,2,0,14325242135,3332,5,3,0,0,IPI3,255.0,4,press4,2,response4,2,False
6,9,3,0,2,0,31515125351,3332,9,2,1,0,IPI3,305.0,4,press4,1,response4,1,False
6,10,3,0,2,0,45232415132,3332,7,3,0,0,IPI3,290.0,4,press4,3,response4,3,False
6,11,3,0,2,0,34242351454,3332,5,3,1,0,IPI3,315.0,4,press4,4,response4,4,False
6,12,3,0,2,0,51423252413,3332,9,5,0,0,IPI3,395.0,4,press4,2,response4,2,False
6,13,3,0,2,0,13524232514,2333,7,2,0,0,IPI3,320.0,4,press4,2,response4,2,False
6,14,3,0,2,0,35421252143,2333,5,2,0,0,IPI3,235.0,4,press4,2,response4,2,False
6,15,3,0,2,0,51423252413,3332,9,1,0,0,IPI3,530.0,4,press4,2,response4,2,False
6,16,3,0,2,0,35421252143,2333,9,5,0,0,IPI3,240.0,4,press4,2,response4,2,False
6,17,3,0,2,0,51423252413,3332,9,1,0,0,IPI3,220.0,4,press4,2,response4,2,False
6,18,3,0,2,0,13524232514,2333,9,1,0,0,IPI3,225.0,4,press4,2,response4,2,False
6,19,3,0,2,0,21534511414,3332,7,2,1,0,IPI3,305.0,4,press4,3,response4,3,False
6,20,3,0,2,0,35351411314,2333,7,2,0,0,IPI3,300.0,4,press4,5,response4,5,False
6,21,3,0,2,0,13524232514,2333,9,1,0,0,IPI3,255.0,4,press4,2,response4,2,False
6,22,3,0,2,0,14325242135,3332,5,2,0,0,IPI3,430.0,4,press4,2,response4,2,False
6,23,3,0,2,0,14325242135,3332,7,3,0,0,IPI3,290.0,4,press4,2,response4,2,False
6,24,3,0,2,0,14325242135,3332,5,2,0,0,IPI3,395.0,4,press4,2,response4,2,False
7,1,3,0,2,0,51423252413,3332,9,1,0,0,IPI3,245.0,4,press4,2,response4,2,False
7,2,3,0,2,0,13524232514,2333,5,2,1,0,IPI3,240.0,4,press4,2,response4,2,False
7,3,3,0,2,0,13524232514,2333,7,2,0,0,IPI3,270.0,4,press4,2,response4,2,False
7,4,3,0,2,0,35421252143,2333,9,4,0,0,IPI3,290.0,4,press4,2,response4,2,False
7,5,3,0,2,0,35421252143,2333,5,2,0,0,IPI3,245.0,4,press4,2,response4,2,False
7,6,3,0,2,0,14325242135,3332,5,2,1,0,IPI3,270.0,4,press4,2,response4,2,False
7,7,3,0,2,0,42341321235,2333,9,1,0,0,IPI3,475.0,4,press4,4,response4,4,False
7,8,3,0,2,0,13524232514,2333,9,1,1,0,IPI3,1060.0,4,press4,2,response4,2,False
7,9,3,0,2,0,52135143213,3332,9,5,0,0,IPI3,315.0,4,press4,3,response4,3,False
7,10,3,0,2,0,54254225142,2333,5,1,0,0,IPI3,345.0,4,press4,5,response4,5,False
7,11,3,0,2,0,35421252143,2333,7,4,0,0,IPI3,410.0,4,press4,2,response4,2,False
7,12,3,0,2,0,13524232514,2333,5,2,0,0,IPI3,290.0,4,press4,2,response4,2,False
7,13,3,0,2,0,14325242135,3332,5,2,1,0,IPI3,335.0,4,press4,2,response4,2,False
7,14,3,0,2,0,31532123544,3332,9,3,0,0,IPI3,310.0,4,press4,3,response4,3,False
7,15,3,0,2,0,53514542123,3332,9,4,0,0,IPI3,290.0,4,press4,1,response4,1,False
7,16,3,0,2,0,14325242135,3332,9,3,0,0,IPI3,350.0,4,press4,2,response4,2,False
7,17,3,0,2,0,42323143233,3332,9,4,0,0,IPI3,360.0,4,press4,2,response4,2,False
7,18,3,0,2,0,51423252413,3332,9,5,0,0,IPI3,305.0,4,press4,2,response4,2,False
7,19,3,0,2,0,53145254531,2333,7,4,1,0,IPI3,825.0,4,press4,4,response4,4,False
7,20,3,0,2,0,52451353251,2333,7,3,0,0,IPI3,350.0,4,press4,5,response4,5,False
7,21,3,0,2,0,51423252413,3332,9,5,0,0,IPI3,310.0,4,press4,2,response4,2,False
7,22,3,0,2,0,35421252143,2333,9,4,0,0,IPI3,430.0,4,press4,2,response4,2,False
7,23,3,0,2,0,14325242135,3332,7,2,0,0,IPI3,310.0,4,press4,2,response4,2,False
7,24,3,0,2,0,51423252413,3332,7,2,0,0,IPI3,320.0,4,press4,2,response4,2,False
8,1,3,0,2,0,54135424421,2333,7,1,1,0,IPI3,215.0,4,press4,3,response4,3,False
8,2,3,0,2,0,35421252143,2333,9,2,1,0,IPI3,340.0,4,press4,2,response4,2,False
8,3,3,0,2,0,42134435431,3332,5,2,0,0,IPI3,275.0,4,press4,3,response4,3,False
8,4,3,0,2,0,14325242135,3332,5,2,0,0,IPI3,365.0,4,press4,2,response4,2,False
8,5,3,0,2,0,13524232514,2333,9,1,0,0,IPI3,295.0,4,press4,2,response4,2,False
8,6,3,0,2,0,14325242135,3332,5,3,0,0,IPI3,415.0,4,press4,2,response4,2,False
8,7,3,0,2,0,14325242135,3332,7,2,0,0,IPI3,330.0,4,press4,2,response4,2,False
8,8,3,0,2,0,35134141543,2333,7,1,0,0,IPI3,275.0,4,press4,3,response4,3,False
8,9,3,0,2,0,51423252413,3332,9,1,1,0,IPI3,420.0,4,press4,2,response4,2,False
8,10,3,0,2,0,51423252413,3332,5,2,1,0,IPI3,270.0,4,press4,2,response4,3,True
8,11,3,0,2,0,13524232514,2333,7,4,0,0,IPI3,390.0,4,press4,2,response4,2,False
8,12,3,0,2,0,53523214535,2333,7,4,0,0,IPI3,335.0,4,press4,2,response4,2,False
8,13,3,0,2,0,13524232514,2333,7,2,0,0,IPI3,340.0,4,press4,2,response4,2,False
8,14,3,0,2,0,35421252143,2333,7,2,0,0,IPI3,325.0,4,press4,2,response4,2,False
8,15,3,0,2,0,13524232514,2333,5,1,0,0,IPI3,385.0,4,press4,2,response4,2,False
8,16,3,0,2,0,15452145222,3332,9,4,1,0,IPI3,340.0,4,press4,5,response4,5,False
8,17,3,0,2,0,14325242135,3332,7,2,0,0,IPI3,285.0,4,press4,2,response4,2,False
8,18,3,0,2,0,31523123554,3332,9,3,0,0,IPI3,565.0,4,press4,2,response4,2,False
8,19,3,0,2,0,35421252143,2333,5,2,1,0,IPI3,240.0,4,press4,2,response4,2,False
8,20,3,0,2,0,51423252413,3332,9,1,0,0,IPI3,340.0,4,press4,2,response4,2,False
8,21,3,0,2,0,34532423535,2333,7,4,1,0,IPI3,300.0,4,press4,3,response4,3,False
8,22,3,0,2,0,25123525355,3332,9,4,0,0,IPI3,260.0,4,press4,2,response4,2,False
8,23,3,0,2,0,35421252143,2333,7,2,0,0,IPI3,335.0,4,press4,2,response4,2,False
8,24,3,0,2,0,51423252413,3332,9,1,0,0,IPI3,295.0,4,press4,2,response4,2,False
9,1,3,0,2,0,43242342425,3332,5,5,0,0,IPI3,265.0,4,press4,4,response4,4,False
9,2,3,0,2,0,32323411124,2333,7,4,0,0,IPI3,320.0,4,press4,2,response4,2,False
9,3,3,0,2,0,35421252143,2333,5,2,0,0,IPI3,355.0,4,press4,2,response4,2,False
